1	1
2	10
3	100
4	1000
5	102
6	103
7	104
8	105
9	106
10	11
11	110
12	111
13	112
14	113
15	114
16	115
17	116
18	117
19	118
20	119
21	12
22	120
23	1201
24	1202
25	1203
26	1204
27	1205
28	1206
29	1207
30	1208
31	1209
32	121
33	1210
34	1211
35	1212
36	1213
37	1214
38	1215
39	1216
40	1217
41	1218
42	1219
43	122
44	1220
45	1221
46	1222
47	1223
48	1224
49	1225
50	1226
51	1227
52	1228
53	1229
54	123
55	1230
56	1231
57	1232
58	1233
59	1234
60	1235
61	1236
62	1237
63	1238
64	1239
65	124
66	1240
67	1241
68	1242
69	1243
70	1245
71	1246
72	1247
73	1248
74	1249
75	125
76	1250
77	1251
78	1252
79	1253
80	1254
81	1255
82	1256
83	1257
84	1258
85	1259
86	126
87	1260
88	1261
89	1262
90	1263
91	1264
92	1265
93	1266
94	1267
95	1268
96	1269
97	127
98	1270
99	1271
100	1272
101	1273
102	1274
103	1275
104	1276
105	1277
106	1278
107	1279
108	128
109	1280
110	1281
111	1282
112	1283
113	1284
114	1285
115	1286
116	1287
117	1288
118	1289
119	129
120	1290
121	1291
122	1292
123	1293
124	1294
125	1295
126	1296
127	1297
128	1298
129	1299
130	13
131	130
132	1300
133	1301
134	1302
135	1303
136	1304
137	1305
138	1306
139	1307
140	1308
141	1309
142	131
143	1310
144	1311
145	1312
146	1313
147	1314
148	1315
149	1316
150	1317
151	1318
152	1319
153	132
154	1320
155	1321
156	1322
157	1323
158	1324
159	1325
160	1326
161	1327
162	1328
163	1329
164	133
165	1330
166	1331
167	1332
168	1333
169	1334
170	1335
171	1336
172	1337
173	1338
174	1339
175	134
176	1340
177	1341
178	1342
179	1343
180	1344
181	1345
182	1346
183	1347
184	1348
185	1349
186	135
187	1350
188	1351
189	1352
190	1353
191	1354
192	1355
193	1356
194	1357
195	1358
196	1359
197	136
198	1360
199	1361
200	1362
201	1363
202	1364
203	1365
204	1366
205	1367
206	1368
207	1369
208	137
209	1370
210	1371
211	1372
212	1373
213	1374
214	1375
215	1376
216	1377
217	1378
218	1379
219	138
220	1380
221	1381
222	1382
223	1383
224	1384
225	1385
226	1386
227	1387
228	1388
229	1389
230	139
231	1390
232	1391
233	1392
234	1393
235	1394
236	1395
237	1396
238	1397
239	1398
240	1399
241	14
242	140
243	1400
244	1401
245	1402
246	1403
247	1404
248	1405
249	1406
250	1407
251	1408
252	1409
253	141
254	1410
255	1411
256	1412
257	1413
258	1414
259	1415
260	1416
261	1417
262	1419
263	142
264	1420
265	1421
266	1422
267	1423
268	1424
269	1425
270	1426
271	1427
272	1428
273	1429
274	143
275	1430
276	1431
277	1432
278	1433
279	1434
280	1435
281	1436
282	1438
283	1439
284	144
285	1440
286	1441
287	1442
288	1443
289	1444
290	1445
291	1446
292	1447
293	1448
294	1449
295	145
296	1450
297	1451
298	1452
299	1453
300	1455
301	1456
302	1457
303	1458
304	1459
305	146
306	1461
307	1462
308	1463
309	1464
310	1465
311	1466
312	1467
313	1468
314	1469
315	147
316	1470
317	1471
318	1472
319	1473
320	1474
321	1475
322	1476
323	1477
324	1478
325	1479
326	148
327	1480
328	1481
329	1482
330	1483
331	1484
332	1485
333	1486
334	1487
335	1488
336	149
337	1490
338	1491
339	1492
340	1494
341	1495
342	1497
343	1498
344	1499
345	15
346	150
347	1502
348	1503
349	1504
350	1505
351	1506
352	1507
353	1508
354	1509
355	151
356	1510
357	1511
358	1512
359	1513
360	1514
361	1515
362	1516
363	1517
364	1518
365	1519
366	152
367	1520
368	1521
369	1522
370	1523
371	1524
372	1525
373	1526
374	1527
375	1528
376	1529
377	153
378	1530
379	1531
380	1532
381	1533
382	1534
383	1535
384	1536
385	1537
386	1538
387	1539
388	154
389	1540
390	1541
391	1542
392	1543
393	1544
394	1545
395	1546
396	1548
397	1549
398	155
399	1550
400	1551
401	1552
402	1553
403	1554
404	1555
405	1556
406	1557
407	1558
408	1559
409	156
410	1560
411	1561
412	1562
413	1563
414	1564
415	1565
416	1566
417	1567
418	1568
419	1569
420	157
421	1570
422	1571
423	1572
424	1573
425	1574
426	1575
427	1576
428	1577
429	1578
430	1579
431	158
432	1580
433	1581
